ambush,amboosh,
ameliorate,umeeleuraet,
amelioration,umyleuraeshun,
amen,omen,
amenable,umeenubul,
amend,umend,
amendable,umendubul,
amendment,umendmunt,
amends,umendz,
amenity,umenuty,
Amerasian,Amerasian,
Amerasian,Amuraezhun,
America,America,
America,Umeruca,
American,American,
American,Umerucun,
Americana,Americana,
Americana,Umerucona,
Americanism,Americanizum,
Americanism,Umerucunizum,
Americanization,Americanuzaeshun,
Americanization,Umerucunuzaeshun,
Americanize,Americaniez,
Americanize,Umerucuniez,
Americas,Americaz,
Americas,Umerucaz,
amethyst,amuthust,
amiability,aemeubiluty,
amiable,aemeubul,
amiably,aemeubly,
amicability,amicubiluty,
amicable,amicubul,
amicably,amicubly,
amid,umid,
amidships,umidships,
amidst,umidst,
amigo,umeego,
amiss,umis,
amity,amuty,
ammeter,amytur,
ammo,amo,
ammonia,umoenya,
ammunition,amyunishun,
amnesia,amneezha,
amnesiac,amneezeak,
amnesty,amnusty,
amniocentesis,amneoesenteesus,
amoeba,umeeba,
amoebae,umeeby,
amoebic,umeebic,
amok,umuk,
among,umung,
amongst,umungst,
amoral,aemorul,
amorality,aemoraluty,
amorally,aemoruly,
amorous,amurus,
amorously,amurusly,
amorousness,amurusnus,
amorphous,umorfus,
amortize,amurtiez,
amount,umount,
amour,umoor,
amp,amp,
amperage,ampurij,
ampere,ampir,
ampersand,ampursand,
amphetamine,amfetumyn,
amphibian,amfibeun,
amphibious,amfibeus,
amphitheater,amfutheutur,
ample,ampul,
amplification,amplufucaeshun,
amplifier,amplufier,
amplify,amplufi,
amplitude,amplutood,
amply,amply,
ampule,ampuel,
amputate,ampyutaet,
amputation,ampyutaeshun,
amputee,ampyutee,
amulet,amyulut,
amuse,umuez,
amused,umuezd,
amusement,umuezmunt,
amusing,umuezing,
amusingly,umuezingly,
an,an,
anachronism,unacrunizum,
anachronistic,unacrunistic,
anaconda,anuconda,
anucondas,anucondaz,
anaerobic,anuroebic,
anagram,anugram,
anal,aenul,
analgesia,anuljeezea,
analgesic,anuljeezic,
analogous,unalugus,
analogously,unalugusly,
analogue,anulog,
analogy,unalujy,
analyses,unalusyz,
analysis,unalusus,
analyst,anulist,
analytic,anulitic,
analytical,anuliticul,
analytically,anuliticly,
analyze,anuliez,
anapest,anupest,
anarchic,anarkic,
anarchically,anarkicly,
anarchism,anurkizum,
anarchist,anurkist,
anarchistic,anurkistic,
anarchy,anurky,
anathema,unathuma,
anatomic,anutomic,
anatomical,anutomicul,
anatomically,anutomicly,
anatomist,unatumist,
anatomy,unatumy,
ancestor,ansestur,
ancestral,ansestrul,
ancestry,ansestry,
anchor,ancur,
anchorage,ancurij,
anchorman,ancurman,
anchorperson,ancurpursun,
anchorwoman,ancurwoomun,
anchovy,anchoevy,
ancient,aenchunt,
ancillary,ansulery,
and,and,
andante,ondontay,
andiron,andiern,
and/or,and/or
androgynous,androjunus,
android,android,
anecdotal,anicdoetul,
anecdote,anicdoet,
anemia,uneemea,
anemic,uneemic,
anemometer,anumomutur,
anemone,unemuny,
anesthesia,anustheezha,
anesthesiologist,anusthyzeolujist,
anesthesiology,anusthyzeolujy,
anesthetic,anusthetic,
anesthetist,unesthutist,
anesthetize,unesthutiez,
aneurysm,anyurizum,
anew,unu,
angel,aenjul,
Angeles,Angeles,
Angeles,Anjulus,
angelic,anjelic,
angelically,anjelicly,
anger,angur,
angina,anjiena,
angioplasty,anjeuplasty,
angiosperm,anjeuspurm,
angle,angul,
angler,anglur,
angleworm,angulwurm,
Anglican,Anglican,
Anglican,Anglicun,
Anglicize,Anglusiez,
angling,angling,
Anglo,Anglo,
Anglophile,Anglufiel,
Anglo-Saxon,Anglo-Saxon,
Anglo-Saxon,Anglo-Saxun,
Angolan,Angolan,
Angolan,Angoelun,
angora,angora,
angoras,angoraz,
angrily,angruly,
angry,angry,
angst,angst,
anguish,angwish,
anguished,angwisht,
angular,angyulur,
angularity,angyularruty,
animal,anumul,
animate,anumaet,
animated,anumaetud,
animation,anumaeshun,
animator,anumaetur,
animism,anumizum,
animosity,anumosuty,
animus,anumus,
anise,anus,
ankh,ank,
ankle,ancul,
anklet,anclut,
annals,anulz,
anneal,uneel,
annex,anex,n
annex,unex,v
annexation,anexaeshun,
annihilate,uniulaet,
annihilation,uniulaeshun,
anniversary,anuvursury,
annotate,anutaet,
annotated,anutaetud,
annotation,anutaeshun,
announce,unouns,
announcement,unounsmunt,
announcer,unounsur,
annoy,unoy,
annoyance,unoyuns,
annoyed,unoyd,
annoying,unoying,
annoyingly,unoyingly,
annual,anueul,
annually,anueuly,
annuity,unuuty,
annul,unul,
annulment,unulmunt,
annunciation,ununseaeshun,
anode,anoed,
anodyne,anudien,
anoint,unoint,
anointment,unointmunt,
anomalous,unomulus,
anomaly,unomuly,
anon,unon,
anonymity,anunimuty,
anonymous,unonumus,
anonymously,unonumusly,
anopheles,unofulyz,
anorexia,anurexea,
anorexic,anurexic,
another,unuthur,
answer,ansur,
answerable,ansurubul,
ant,ant,
antacid,antasud,
antagonism,antagunizum,
antagonist,antagunist,
antagonistic,antagunistic,
antagonistically,antagunisticly,
antagonize,antaguniez,
Antarctic,Antarctic,
Antarctica,Antarctica,
ante,ante,
anteater,antytur,
antebellum,antybelum,
antecedent,antuseedunt,
antechamber,antychaembur,
antedate,antydaet,
antediluvian,antydulooveun,
antelope,antuloep,
antenna,antena,
antennae,anteny,
anterior,antireur,
anteroom,antyroom,
anthem,anthum,
anther,anthur,
anthill,anthil,
anthologist,antholujist,
anthologize,antholujiez,
anthology,antholujy,
anthracite,anthrusiet,
anthrax,anthrax,
anthropoid,anthrupoid,
anthropological,anthrupulojicul,
anthropologist,anthrupolujist,
anthropology,anthrupolujy,
anthropomorphic,anthrupumorfic,
anthropomorphism,anthrupumorfizum,
antiabortion,antyuborshun,
antiaircraft,antyercraft,
antibiotic,antybiotic,
antibody,antybody,
antic,antic,
Antichrist,Antychrist,
Antichrist,Antycriest,
anticipate,antisupaet,
anticipation,antisupaeshun,
anticipatory,antisuputory,
anticlimactic,antycliemactic,
anticlimax,antycliemax,
antics,antics,
antidepressant,antydipresunt,
antidote,antydoet,
antifreeze,antyfreez,
antigen,antijun,
antihero,antyhiro,
antihistamine,antyhistumyn,
antiknock,antynok,
antimatter,antymatur,
antimony,antimoeny,
antiparticle,antyparticul,
antipasto,antyposto,
antipathy,antiputhy,
antiperspirant,antypurspurunt,
antipodes,antipudyz,
antiquarian,antuquereun,
antiquated,antuquaetud,
antique,anteek,
antiquity,antiquuty,
Anti-Semite,anti-Semite,
anti-Semite,anty-Semiet,
anti-Semitic,anti-Semitic,
anti-Semitic,anty-Sumitic,
anti-Semitism,anti-Semitizum,
anti-Semitism,anty-Semutizum,
antiseptic,antuseptic,
antiseptically,antusepticly,
antisocial,antysoeshul,
antitheses,antithusyz,
antithesis,antithusus,
antithetical,antutheticul,
antitoxin,antytoxun,
antitrust,antytrust,
antiwar,antywor,
antler,antlur,
antonym,antunim,
anus,aenus,
anvil,anvul,
anxiety,angziuty,
anxious,ancshus,
anxiously,ancshusly,
any,eny,
anybody,enybody,
anyhow,enyhow,
anymore,enymor,
anyone,enywun,
anyplace,enyplaes,
anything,enything,
anytime,enytiem,
anyway,enyway,
anywhere,enywer,
aorta,aorta,
apace,upaes,
Apache,Apache,
Apache,Upachy,
apart,upart,
apartheid,upartaet,
apartment,upartmunt,
apathetic,aputhetic,
apathetically,aputheticly,
apathy,aputhy,
ape,aep,
aperitif,uperuteef,
aperture,apurchur,
apex,aepex,
aphid,aefud,
aphorism,afurizum,
aphrodisiac,afrudeezeak,
Aphrodite,Aphrodite,
Aphrodite,Afrudiety,
apiary,aepeery,
apices,aepusyz,
apiece,upees,
aplenty,uplenty,
aplomb,uplom,
apocalypse,upoculips,
apocalyptic,upoculiptic,
Aprocrypha,Apocrypha,
Apocrypha,Upocrufa,
apocryphal,upocruful,
apogee,apujy,
apolitical,aepuliticul,
Apollo,Apollo,
Apollo,Upolo,
apologetic,upolujetic,
apologetically,upolujeticly,
apologia,apuloejea,
apologist,upolujist,
apologize,upolujiez,
apology,upolujy,
apoplectic,apuplectic,
apoplexy,apuplexy,
apostasy,upostusy,
apostate,upostaet,
apostle,uposul,
apostolic,apustolic,
apostrophe,upostrufy,
apothecary,upothukery,
apotheosis,upotheoesus,
appall,upol,
appalling,upoling,
appallingly,upolingly,
apparatus,apuratus,
apparel,uparrul,
apparent,uparrunt,
apparently,uparruntly,
apparition,apurishun,
appeal,upeel,
appealing,upeeling,
appear,upir,
appearance,upiruns,
appease,upeez,
appeasement,upeezmunt,
appeaser,upeezur,
appellate,upelut,
appellation,apulaeshun,
append,upend,
